,CLM GSWP3,CLM CRUNCEP,CLM CRUJRA,CLM CRUJRA fch4max,CLM CRUJRA q10ch4min,CLM CRUJRA q10ch4max,CLM CRUJRA fch4max_q10ch4max,VISIT-CAO,VISIT-VH,Zhang-MERRA2,Zhang-CRU
1950,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0
1951,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0
1952,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0
1953,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0
1954,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0
1955,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0
1956,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0
1957,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0
1958,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0
1959,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0
1960,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0
1961,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0
1962,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0
1963,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0
1964,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0
1965,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0
1966,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0
1967,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0
1968,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0
1969,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0
1970,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0
1971,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0
1972,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0
1973,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0
1974,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0
1975,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0
1976,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0
1977,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0
1978,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0
1979,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0
1980,215.0,215.0,215.0,215.0,215.0,215.0,215.0,213.46581505527288,210.94999730878948,215.0,215.0
1981,215.0,215.0,215.0,215.0,215.0,215.0,215.0,209.98540094753463,207.46940093654123,215.0,215.0
1982,215.0,215.0,215.0,215.0,215.0,215.0,215.0,207.34999122653096,196.9955325905592,215.0,215.0
1983,215.0,215.0,215.0,215.0,215.0,215.0,215.0,218.54420775574664,201.33424834490552,215.0,215.0
1984,215.0,215.0,215.0,215.0,215.0,215.0,215.0,216.13469029654323,214.1098013886646,215.0,215.0
1985,215.0,215.0,215.0,215.0,215.0,215.0,215.0,218.5274749956133,211.6878195812476,215.0,215.0
1986,215.0,215.0,215.0,215.0,215.0,215.0,215.0,212.30288822600457,211.8802949566715,215.0,215.0
1987,215.0,215.0,215.0,215.0,215.0,215.0,215.0,207.81014213019827,203.0665267237203,215.0,215.0
1988,215.0,215.0,215.0,215.0,215.0,215.0,215.0,212.7546727496052,213.4200979600624,215.0,215.0
1989,215.0,215.0,215.0,215.0,215.0,215.0,215.0,213.67497455693984,215.39297055815703,215.0,215.0
1990,213.229158495527,200.3301288457454,204.646474432954,203.4604650350824,207.13777445155316,195.859372138931,196.74772668865427,211.0981294964029,213.067226438452,215.0,215.0
1991,230.46401973376055,199.7503266400383,202.8490847864116,203.86480763910888,206.4189161040385,196.4677865234781,198.2364378165914,210.3200561502018,208.59217395984717,215.0,215.0
1992,187.08466023758425,184.67510149951383,190.51506057038983,192.99593815610623,194.53550769894048,186.22954503459533,187.79558900194488,198.5903912967187,188.55869530114643,215.0,215.0
1993,201.07742439463692,197.36691793433437,195.3330359213366,197.53013600762725,199.9311640200513,187.33483185418652,189.79585223160905,204.7145815055273,202.27256580009688,215.0,215.0
1994,209.91391164352387,206.86238646048096,199.90276569546643,201.6702175992425,202.9940352402028,194.24032411385,197.35571953699665,209.4666853834006,205.68900371387048,215.0,215.0
1995,200.85765603448095,201.7570917407637,196.32841195227857,198.42425222373905,197.44693511447775,196.26542045954335,197.11477002867335,208.72207755746624,201.59890198611336,215.0,215.0
1996,212.4591393800404,213.15982548765285,207.46436651190697,207.9861831643593,207.20103192719463,208.3748607752008,209.69448889653663,212.42838392700477,211.8482157274342,215.0,215.0
1997,217.02081046246136,219.11808678658687,215.069403551697,214.82762962942095,217.73968242650653,210.5739774026657,210.47768420635288,213.7837374978066,205.35217180687872,215.0,215.0
1998,202.568436978653,212.25503626636817,211.19685718568465,212.4890446999636,212.1138313815474,209.1911838875435,209.4890943325314,222.52660466748551,214.55891059798697,215.0,215.0
1999,215.7880686690069,221.87093317633915,218.01274748085203,217.9089641525754,216.9965603118312,217.52201870655188,218.13505086211853,211.5666467801369,223.82980784756984,215.0,215.0
2000,226.5622479195188,227.84472784773624,224.99476821169003,223.84146230918927,224.30553653458136,223.5473177914537,224.4337972400352,213.0307632918056,220.46950858496152,214.54182802451348,225.33464648533757
2001,215.0509626165587,206.6473954472032,211.6541686142129,212.1444544799056,212.51997324232056,208.76739978844725,209.41124316982896,218.326681874013,217.9673287044513,214.1563307106119,213.90725818028525
2002,216.04073174324364,212.26455200956343,212.4484534987548,212.8758216861255,212.1704320233259,212.5426383460839,214.11349174689516,215.21438848920863,212.04069110285803,210.9910221949882,206.08713084067384
2003,213.98055262609705,215.22835450612564,211.15104048992268,211.72546899530604,211.94485638005463,209.4704631541179,210.067351186169,219.3222811019477,215.0561386511653,216.58474794423117,209.0015641978755
2004,208.00169259421529,212.63153770421576,213.4267447417675,213.08436107609737,211.43839792487432,218.0441344921813,215.94404838269085,213.74190559747325,213.8932665913128,214.9715301815769,211.85378132861663
2005,205.4572700159953,212.4907062672497,212.36702568834235,212.7571259409864,214.9095743035305,209.43411713475496,208.63713125161556,210.64634497280224,205.11959739490823,211.6865577741128,218.129853840898
2006,211.2339594451393,213.71072289363457,214.33253962675096,214.2753006005639,211.9578219242644,219.66477835127023,219.3256920522173,215.9673626952097,217.5182194951289,215.33501141148187,219.0184620026358
2007,223.672583039232,219.18200332427125,219.6252591285588,219.2960049118257,220.7534076670482,218.52915094169083,218.0672449705479,213.7502719775399,217.93524947521396,221.7329717584836,216.66730312367744
2008,228.03049543871128,228.68671106740237,225.0863228023433,223.5895198549404,226.26119336847543,220.73970219562665,221.76288071196748,213.86740129847345,221.99327197373373,222.4890299842028,219.12283847034664
2009,235.04040686312868,221.551417970207,227.38941008758175,225.71980135560707,227.7954842950153,225.1613156275241,224.229788586182,219.93302684681524,219.2424780666344,221.62496344052371,222.3235176760374
2010,224.2663857353366,221.69514826634375,222.05416973076032,221.51078875464103,222.70559512358187,222.0698885088719,221.6122031167196,226.5508334795578,222.658915980408,229.6133484279244,226.60960973237948
2011,247.4109003803281,227.28038439645948,234.1365331595362,231.7038832385796,231.1165900907369,236.78903992011055,234.96775986419928,214.3442849622741,222.8112923192852,225.50885967028023,221.89235666632757
2012,216.667625545296,209.97597491597992,214.91072953742255,214.9830507354091,214.2380696825093,215.0776771228679,214.6834019506841,208.27865941393227,213.70079121588887,223.2127979533936,216.87255692976456
2013,222.88330630031555,213.54435145588445,217.65607902838656,217.41204857078336,219.16898297119252,213.66667097656887,213.1636572826093,214.6454746446745,225.01673932935032,225.0362477338195,225.04080496585397
2014,220.24898314608367,216.40412124879504,225.5864110347229,224.21455529617825,228.10570225698547,220.38733015363204,219.121195136178,215.0386945078084,216.4916841595349,224.3907016160049,224.25213535169536
2015,215.0,206.32314747732136,217.07285443075872,216.7337739554408,219.0014848494185,214.02416939645465,212.69994127272804,214.13512546060716,210.13999677054736,218.5213862976749,222.68572023447143
2016,215.0,201.1192968121161,210.38186013375284,211.4816056757864,213.7915772904531,204.99377754132416,204.5384273311009,220.7529320933497,217.2856450831584,232.2276504805425,227.65943387735996
2017,215.0,215.0,219.8545988967156,219.41648958015327,220.463654903922,218.8150981385997,216.96409157036751,215.0,215.0,232.8928815675776,230.3672479145878
2018,215.0,215.0,221.18675975116392,220.87595683236208,222.41348146598264,219.12510429468117,218.8718073210817,215.0,215.0,231.29149205397252,230.83945968551512
2019,215.0,215.0,217.3676024610999,217.1260225955851,219.241380853496,214.5585473649176,213.25609550943,215.0,215.0,231.5577571639552,237.65747052156087
2020,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,236.7967217793075,237.0142281363306
